Twitter handle/screen name	Number of followers	Number following	Location	Link	Description	Created_At	Statuses_Count	Favourites_Count	Default_Profile	Default_Profile_Image
DailyLibber	584	2182	St. Louis Metro	https://twitter.com/DailyLibber	East St. Louis Mexican. Part-time Floridian. Latinx. Elder Millennial. Liberal. @EltonOfficial said I was a star.	3/4/17 0:27	10160	34444	FALSE	FALSE
lifeinbexworld	143	527	"Kansas City, MO"	https://twitter.com/lifeinbexworld	Meh with a dash of #herewego	4/3/10 1:24	4114	10332	FALSE	FALSE
bathoryduck	1859	2989	Missouri. 	https://twitter.com/bathoryduck	"Democrat. Combat Veteran. Handyman. Poet. Woodsman. Guerrilla Warfare enthusiast. In a previous life,I was the Countess Elizabeth Bathory's rubber duck. #Resist"	1/27/17 7:18	9056	7417	TRUE	FALSE
Plus1_Vote	1438	955	United States	https://twitter.com/Plus1_Vote	It's not a democracy if you don't vote. Who's your #Plus1? https://t.co/U03DPVkdtb https://t.co/Di5slI1QIu	9/19/18 3:43	621	1491	TRUE	FALSE
MarieTh08065906	5	35		https://twitter.com/MarieTh08065906		10/31/18 12:42	118	776	TRUE	TRUE
CharlieBrad13	75	195	"Long Beach, CA"	https://twitter.com/CharlieBrad13	Retired clinical laboratory tech	3/27/15 17:45	1535	344	TRUE	FALSE
JulianCastro_20	845	3284	United States	https://twitter.com/JulianCastro_20	Support For The Democrat Front Runner For President 2020 @Juliancastro #democrat #castroforpresident #castro2020 #RecoveryAndGrowth #Julian2020	10/18/18 20:08	720	339	FALSE	FALSE
ellisstaton	531	369	KC/Galesburg	https://twitter.com/ellisstaton	you stop that	5/6/12 18:16	2733	4249	TRUE	FALSE
ElaineL31538543	536	753	United States	https://twitter.com/ElaineL31538543	#womeninSTEM#Scientist#physicist	1/3/18 15:05	277	4094	TRUE	FALSE
MarcoGualco	24	316	"San Francisco, CA"	https://twitter.com/MarcoGualco	"Born, raised, educated, and work in San Francisco. Graduated from Mission Dolores, S.I., and USF."	10/21/12 20:33	363	870	TRUE	FALSE
ChadWil01600032	18	29	"Missouri, USA"	https://twitter.com/ChadWil01600032		7/12/18 4:46	104	157	TRUE	FALSE
darcienow	229	516		https://twitter.com/darcienow	#FBR #resist #bluetribe #FBRparty	3/22/11 13:15	424	1862	TRUE	FALSE
RSeigneux	14	507	"Genève, Suisse"	https://twitter.com/RSeigneux	Gouvernement & Politique Gouvernement & Politique	11/19/17 13:52	1117	1149	TRUE	TRUE
URAKMan	193	895	"St. Louis, MO"	https://twitter.com/URAKMan	"These Dreams do come true..this Heartmonger FINALLY met Ann & Nancy @officialheart on August 17, 2013!! :) X-Phile/@GillianA superfan. Libra/ESTJ/night 🦉"	6/8/09 3:09	9212	18139	FALSE	FALSE
laura_swinford	1408	927	Missouri	https://twitter.com/laura_swinford	Native St. Louisan currently learning first-hand why everyone loves Kansas City. Comms for @MayorSlyJames.	7/13/12 3:43	8447	13419	TRUE	FALSE
Lalixe	43	3071		https://twitter.com/Lalixe	"Wild world, authentic work, trad/glam musics & noise, design."	2/28/09 22:10	437	5	FALSE	FALSE
zeigler4presid1	41	224		https://twitter.com/zeigler4presid1	Dangerously obsessed with politics.	11/3/18 22:50	399	3763	TRUE	FALSE
John_M_Huff	930	830	"Missouri, USA"	https://twitter.com/John_M_Huff	"International Re/insurance leader, @LoyolaMarymount Dad; Past Director, @missouridifp; Past Pres @NAIC_News; Opinions=my own"	4/25/11 15:49	1328	2559	FALSE	FALSE
LRaclin	85	224		https://twitter.com/LRaclin		6/30/10 0:09	1366	637	TRUE	FALSE
shopgirl5000	58	576		https://twitter.com/shopgirl5000	"nevertheless, she persisted"	2/8/11 3:46	2115	24501	TRUE	FALSE
LangleyKE1	88	912		https://twitter.com/LangleyKE1	oh y'all wanted a twist?	6/23/15 23:18	2069	9735	FALSE	FALSE
brody_connell	819	2463	"Bronx, New York"	https://twitter.com/brody_connell	"I’m a Republican, but the people who are representing my party today have lost their conservative values & moral principles. They’re a total embarrassment."	9/21/18 1:16	22459	11347	TRUE	FALSE
RyanCarrel1	16	50		https://twitter.com/RyanCarrel1	"Clarksdale,  MO just taking the tractor another round, pulling the plow across the ground. If you want to know anything else let me know!!"	5/23/14 23:59	6	2	TRUE	FALSE
TmayofourTodd	69	1744		https://twitter.com/TmayofourTodd	"Mayo, American, Kentuckian, Democrat, LIBERAL member of THE CHURCH OF JESUS CHRIST OF LATTER DAY SAINTS"	6/11/13 18:29	1400	1329	FALSE	FALSE
AEilam	321	909	"Washington, DC"	https://twitter.com/AEilam	"Work: social media, digital marketing. Beyond work: DC, owning a house, creative writing, linguistics, #withaPhD."	1/13/13 16:48	2925	10575	FALSE	FALSE
meganerd55	6	76	"St Louis, MO"	https://twitter.com/meganerd55		8/2/16 1:12	2	698	TRUE	TRUE
TeamPenCrisis	38	80	"Kansas City, MO"	https://twitter.com/TeamPenCrisis	WE are Teamster Pension Crisis on FB. Social Media outreach for Committees to Protect Pensions. In the fight to save unjust cuts to Central States Pension Fund	5/16/16 16:15	460	25	TRUE	FALSE
Galaxi162	1026	3348		https://twitter.com/Galaxi162		11/7/16 21:16	183780	169958	TRUE	TRUE
KIMPY123	339	423		https://twitter.com/KIMPY123	"The hate of men will pass, and dictators die,and the power they took from the people will return to the people.And so long as men die,liberty will never perish."	3/21/09 17:39	188014	51366	TRUE	FALSE
AndrewM57534615	3447	4998		https://twitter.com/AndrewM57534615	Only here to respond to Trump and keep opposition to GOP Agenda going. #resist#fbr #TrumpResign	5/10/17 0:47	98815	94093	TRUE	TRUE
SandyJLMurdock	397	724	"Memphis, TN"	https://twitter.com/SandyJLMurdock	Do unto others as you would have them do unto you. A command based on words of Jesus in the Sermon on the Mount @voteblue @bluewave2020	11/30/15 17:15	8519	5247	TRUE	FALSE
dr1cr2	238	381	"Claremore, OK"	https://twitter.com/dr1cr2	Love the dems and politics county over party. Can’t stand Trump and everything he has done to our country. Pleas hurry Mr. Mueller.	11/16/11 22:06	1466	2452	TRUE	FALSE
MyCapitolFirm	296	1683	"Columbia, SC"	https://twitter.com/MyCapitolFirm	#Political Strategy #Business #Marketing #Consulting Firm. Where's Your Strategy? Find it here with us today!	9/4/09 22:48	1090	501	FALSE	FALSE
DonnaCitro	214	443		https://twitter.com/DonnaCitro		8/23/12 6:42	985	45899	TRUE	FALSE
MsBowen2509	483	934	United States	https://twitter.com/MsBowen2509	Political addict that's hooked on the news.	6/13/17 14:07	3892	3271	TRUE	FALSE
TeeRose6	162	854		https://twitter.com/TeeRose6		9/24/12 19:12	1724	503	TRUE	FALSE
AnnePracht1	430	1205	"Oregon, USA"	https://twitter.com/AnnePracht1	"Wife, Mother and Working Woman. Democrat and very opposed to the current person in the big chair at the White House. #2018bluewave"	1/25/17 16:28	24920	40703	TRUE	FALSE
Neiseyinmo	6	234	"Rogersville, MO"	https://twitter.com/Neiseyinmo		2/2/10 16:18	157	1547	TRUE	FALSE
online_poison	134	1133		https://twitter.com/online_poison		8/11/15 4:44	14	93430	TRUE	FALSE
SJPeek	45	347	"Concord, CA"	https://twitter.com/SJPeek	"Opinionated #progressive, #feminist, #lgbtq  Fan of @springsteen, @PreetBharara, @SenWhitehouse, @KamalaHarris, @AdamSchiffCA, @SenSanders, @PeteButtigieg"	9/2/18 5:44	1710	7593	FALSE	FALSE
wjohnston5	100	567		https://twitter.com/wjohnston5		1/10/10 8:26	130	3711	FALSE	FALSE
Annaschoenfeld2	6	228		https://twitter.com/Annaschoenfeld2		11/3/18 4:48	0	132	TRUE	TRUE
gem2939	485	880	"Wolsciborz, Poland,Ohio"	https://twitter.com/gem2939	Devoted Mom to 2+1 OSU Buckeyes. Also now a Buckeye. Resister. Ferocious prayer warrior. 🙏🏼we all find peace in this chaotic world	4/9/13 14:32	23311	240435	TRUE	FALSE
BrianCrockett3	2464	4967		https://twitter.com/BrianCrockett3	"Political Commentator, #Resist"	8/19/11 1:14	2133	1512	TRUE	FALSE
mother_trucking	61	3202		https://twitter.com/mother_trucking		8/3/14 3:08	583	19209	TRUE	FALSE
AJVillali	1542	3623	"Boston, MA"	https://twitter.com/AJVillali	"Liberal Democrat originally from upstate NY. Love all things food, wine & politics. I have my champagne bottle ready for impeachment day!"	4/1/10 13:05	18472	11765	FALSE	FALSE
gamapau	1547	2015		https://twitter.com/gamapau	"All is personal, FAV or RT don't imply endorsement."	11/6/09 7:49	7683	296	FALSE	FALSE
Roabrams	9	72	"Oxford, Ms"	https://twitter.com/Roabrams		8/29/09 4:48	52	45	FALSE	FALSE
jccjd91	370	1233	Man Cave	https://twitter.com/jccjd91	Recently unfrozen. Your world frightens and confuses me.	4/6/15 14:06	16669	41595	TRUE	FALSE
JonNiola	1249	1391	"Plainsboro, New Jersey"	https://twitter.com/JonNiola	"Enjoying life. Among my many interests are technology, hockey, hiking, photography, writing. Born and raised in New Jersey and proud of it."	10/29/08 17:24	15335	50097	FALSE	FALSE
RunnelsBaby	4	321	"Dearborn, MI"	https://twitter.com/RunnelsBaby		9/25/16 18:47	24	32	TRUE	TRUE
nathanml	323	1084	"Atlanta, GA"	https://twitter.com/nathanml	"Let's just see what the universe sends my way, shall we?"	2/9/11 19:03	847	14709	TRUE	FALSE
RosaLuxembourg2	12	98	"USA, O'Fallon"	https://twitter.com/RosaLuxembourg2	"I'm a nude photographer, I'm into MMP wargames as a hobby, I'm a big Marvel Comics fan I got lots of old stuff from the 60's and 70's; I'm into politics a bit,"	10/28/18 7:49	356	87	FALSE	FALSE
jupchuck	644	549	"Saint Louis, Missouri"	https://twitter.com/jupchuck	"YouTuber, @applebees Lover, and LGBT Activist. Welcome to my gay life! 110% everyday!"	12/23/11 23:58	11487	30946	FALSE	FALSE
Sherriot25	33	287	Kansas City	https://twitter.com/Sherriot25		6/20/09 5:05	4751	4211	TRUE	FALSE
Starrs_Missed	3142	2809	"Idaho, USA"	https://twitter.com/Starrs_Missed	Gypsy feet. Starr seeker.	3/20/13 3:03	3315	83631	TRUE	FALSE
finneycanhelp	2651	4917	USA	https://twitter.com/finneycanhelp	#iOSDev #meditation :) 👏 Opinions are my own and not of my employer. Retweets are not endorsements.	3/23/08 16:31	24017	34711	FALSE	FALSE
susankburk	211	1798	New York City	https://twitter.com/susankburk	"Multimedia Project Manager, Specializing Localization Projects - voice over, subtitling & translation. @PanCAN Team & Individual NYC Chair & @ASPCA Volunteer"	1/18/15 1:42	1491	2340	TRUE	FALSE
TullyTippyJosie	2999	3513		https://twitter.com/TullyTippyJosie	#Resistance#FBR #BlueWave#NoKavanaugh#ResistTrump#PardonRealityWinnerTweeting against oppression. With a cat.	5/16/18 4:52	12719	10420	FALSE	FALSE
SheenBean32	5107	1599	"St.Louis,Mo"	https://twitter.com/SheenBean32	"Former Organizer w/ @MoDemParty, #FightFor15, Former Ferguson Commissioner, 5th Ward Democratic Committeeman. Young guy doing me trying to change the world 🌎!"	11/18/10 22:48	8186	9223	FALSE	FALSE
JessicaJayhawk	600	2126	"Shawnee, KS"	https://twitter.com/JessicaJayhawk	"Follow social media, email & content marketing. Do that for an awesome animal health company. Left govt behind, still love politics. Forever a Jayhawk."	6/10/11 3:44	4023	7384	FALSE	FALSE
FaskeTimes	547	2438	"New Orleans, LA"	https://twitter.com/FaskeTimes	"Co-Founder, Fair Districts Louisiana; Legal Extern, VOTE; Law Student, Tulane '19.Previous: NBCUniversal, Brennan Center. Opinions personal."	3/11/11 23:10	6958	3193	FALSE	FALSE
srichar65196771	1341	2166	"Ohio, USA"	https://twitter.com/srichar65196771	"Wife, mother, grandmother, raised in Michigan, lived in CA,Canada, Singapore. Love Dog's, Love Shows, Love Springs andFall. Resist and help with the Blue Wave!"	11/9/14 17:39	13532	3812	TRUE	TRUE
Ayie293	61	1635	"Petaling Jaya, Selangor"	https://twitter.com/Ayie293	Enjoy sporting open....cool men)	10/20/18 1:49	5	2	TRUE	FALSE
scquid	1080	631		https://twitter.com/scquid	#lgbt🏳️‍🌈 https://t.co/3zujRnKt9oUnofficial Support for @PeteButtigieg	6/24/09 23:56	26245	22065	TRUE	FALSE
runnginjustice	2059	4961	"Missouri, USA"	https://twitter.com/runnginjustice	"If it Negotiates treason, legislates theft, appoints racists and xenophobes REPORT it. Freedom of SpeechDefendOurConstitution, NetNeutrality,HumanRights."	12/2/17 5:48	2905	3335	TRUE	FALSE
sunnyDD310	1796	2650	"California, USA"	https://twitter.com/sunnyDD310	Adopt Don’t Shop for your fur friends 🦒🐶🐱resist #bluewave 🌊🌊🚫NRA🔫notmypresident #FBRresist #climatechangeisreal🌞🌍🌪🌧🌤❄️ #neveragain #kavaughNope	11/22/17 14:20	6015	5650	TRUE	FALSE
RomajSmith36	1128	2048		https://twitter.com/RomajSmith36	"NO LISTS I will block and report. I report and block 🐸 Beware.  Follow The Blue Wave to Justice! 2019, here we come!!!"	8/1/16 11:18	29783	18108	TRUE	FALSE
oldnavy1968	331	695	Missouri 	https://twitter.com/oldnavy1968	Navy: 03/68 - 09/89 STGCS (SW); Lockheed Martin: 09/89 - 10/14	6/26/16 15:51	17562	9338	TRUE	FALSE
JadedBella1	79	696	"Kansas City, MO"	https://twitter.com/JadedBella1	Cali 🧜🏽‍♀️- Girl raised with Southern 🍑Hospitality and a “Show😈 Me” Attitude🤗🤫 #415 #704 #816	10/31/18 1:28	68	257	TRUE	FALSE
mammaxine	522	577	Dublin	https://twitter.com/mammaxine	"#socdems Dublin South West chairperson. psychotherapist m.i.a.c.p. mam to a heart warrior #cardiomyopathy, #8threpealed #resist"	11/22/10 17:31	5461	21586	FALSE	FALSE
cierajo	636	1733		https://twitter.com/cierajo	"Producer @kmbc Avid sports fan. Love to cheer on the Royals, Chiefs, and Cyclones. My opinions are my own. Instagram: miss_cierajo"	4/15/09 3:53	4083	329	FALSE	FALSE
TugendeDesign	320	1037		https://twitter.com/TugendeDesign	"Tugende Design, a Social Entrepreneur Initiative, Creates & Sells Hand-Made, Colorful & Inspiring Jewelry, Crafts & Bags to Support Ugandan Women & Children."	8/23/16 0:32	696	500	TRUE	FALSE
Rinapatel96	305	1254	"Washington, DC"	https://twitter.com/Rinapatel96	I'm what some would call a DC swamp creature but no gils yet | I severely lack #adulting skills| Bryn Mawr | #SouthAsianAnd | She/her/hers | views are my own	9/23/13 3:58	1756	6843	TRUE	FALSE
MaryKGay	96	1982		https://twitter.com/MaryKGay		5/7/09 11:04	89	243	FALSE	FALSE
DOJeffries	27	503	"Dubai, UAE"	https://twitter.com/DOJeffries		2/19/09 21:42	108	322	TRUE	FALSE
McMannenMc	1	46		https://twitter.com/McMannenMc		11/1/12 19:25	4	56	TRUE	FALSE
iborgesofficial	38	1601		https://twitter.com/iborgesofficial		6/15/12 18:14	273	367	TRUE	FALSE
nw_christina	15079	14721	12th St & Pennsylvania Ave NW	https://twitter.com/nw_christina	Slowly sinking into a puddle of despair watching the news. Also enjoys yoga and wine. Reclaiming my optimism. Suffers from cosmopolitan bias. #TheResistance	1/27/17 14:50	17556	49314	TRUE	FALSE
bmajoulet	234	1897	"iPhone: 38.661722,-121.085271"	https://twitter.com/bmajoulet	"Married Grandma enjoying life, loving my dogs. Hoping I can leave our world a better place for my grandchildren’s children."	1/6/09 23:31	1769	1538	TRUE	FALSE
micalcoy	103	942	Global Citizen	https://twitter.com/micalcoy	I miss 140.	8/2/17 19:12	398	473	FALSE	FALSE
TexOkie65	3650	5117	"Dallas, TX"	https://twitter.com/TexOkie65	"Entrepreneur. Engineer. Redskins, Husker FB, Lakers, Texas Rangers, Dallas Stars. Democrat. #FBR #resist #TheResistance #NeverTrump #BlueWave2020 #TrumpColluded"	7/16/09 20:57	6826	7149	TRUE	FALSE
Kellogg5Kell	2390	3663	United States of All People	https://twitter.com/Kellogg5Kell	#GOMueller #Resist #NotMyPresident #ImpeachTrump #ProtectMueller #TrumpRussia #TrumpCrimeFamily #BelieveSurvivors #FBR	8/20/16 6:34	9281	30286	TRUE	FALSE
jessicaklowe	979	2220	"charlottesville, va"	https://twitter.com/jessicaklowe	"Historian, prof @UVALaw writing on ideas of justice, equality, and interpretation in 18th/19thc America. Likes stories, mountains, and Cleveland sports."	10/27/13 11:59	2161	8704	FALSE	FALSE
lumrtn	92	1007		https://twitter.com/lumrtn		9/22/11 18:49	5456	39873	FALSE	FALSE
nkohlenberg	155	166	"Washington, DC"	https://twitter.com/nkohlenberg		5/18/11 12:40	227	122	FALSE	FALSE
Umik90	217	207	"St Louis, MO"	https://twitter.com/Umik90	"Tunisian/American living in St. Louis... Don't ask me why. World traveler! Lover of food, languages, knowledge, politics and NAPS!"	6/4/18 17:05	1019	1165	FALSE	FALSE
ConnieTMoneta	340	1969	"Murrells Inlet, SC"	https://twitter.com/ConnieTMoneta	"Resist Grandmother of 3 beautiful granddaughters! Fighting for their future. NY, California and NJ native now living BLUE in red SC☮️"	6/20/09 20:17	17368	39273	TRUE	FALSE
PapaT3771	2341	4932	PA	https://twitter.com/PapaT3771	"Average guy, same lady for 54 years, can’t stand extremes in politics. We need to flush the sycophants and radicals out of DC. Resist!! Vote Blue!!"	8/18/17 14:31	5620	8697	FALSE	FALSE
leahh_johnson	691	972	"New York, NY"	https://twitter.com/leahh_johnson	ohioan. pro-choice & pro-la croix. political science student @fordhamnyc.	9/2/12 1:13	7277	20956	FALSE	FALSE
reginahny	2587	3433	Manhattan	https://twitter.com/reginahny	NYC Designer who designs for interaction. Lifelong bleeding heart liberal feminist. Working in the labor movement #resistance #resist	1/12/10 20:10	20147	69768	TRUE	FALSE
ClanRuun	819	2217		https://twitter.com/ClanRuun		10/8/18 15:46	14	1	TRUE	FALSE
Thomas61825031	49	389		https://twitter.com/Thomas61825031	I’m just your all around swell man pal. Make me laugh. Enjoy the now moment (if it’s good) cause life can go from really nice to really shitty in a NY minute 🥰	11/2/18 0:57	3	2	TRUE	FALSE
KarlieInCali	20184	21877	#GeeksResistHQ	https://twitter.com/KarlieInCali	"Mom/Wife/MS Warrior, #GeeksResist, #TwistedResister, 🌈ally. #ProtectOurCare, #NoNRA, Postcards, #TimeToImpeach, 🌊🌊🌊 #RacistConmanTrump 🌊🌊🌊"	4/20/18 23:36	8668	7793	TRUE	FALSE
sreneecarter58	22	75	"Columbia, MO"	https://twitter.com/sreneecarter58		4/27/13 19:46	697	334	TRUE	FALSE
LonelyLolita97	205	158		https://twitter.com/LonelyLolita97	"Aggression towards morons, shit posting dumb tweets, I only have twitter to laugh at dumb memes... these are a few of my favorite things..."	3/18/11 20:46	2966	12577	FALSE	FALSE
kolsenjd	1305	2202	"Minneapolis, USA"	https://twitter.com/kolsenjd	Writer and lawyer. Author of adult and YA fiction. Studied writing at Loft Literary Center. Parlo italiano. #BlueWave #Resist #JusticeForKhashoggi	4/19/15 15:05	4758	27823	TRUE	FALSE
ljdougherty	1648	1194	"St. Louis, Missouri"	https://twitter.com/ljdougherty	"Future Ready Teacher Librarian, Digital Learning Consultant, ISTE Lib PD Committee, Curating Today; Intrigued by the Future. #istelib #futurereadylib"	2/28/09 14:29	4205	3347	FALSE	FALSE
BFleissig	20	791		https://twitter.com/BFleissig		5/4/11 20:15	64	148	TRUE	TRUE
4FreemanLittle	1074	4926	"Augusta, GA"	https://twitter.com/4FreemanLittle	Don't hack my twitter page again!!!!!!!!♉️I've got eyes on you.♉️	12/7/13 8:31	8295	9587	FALSE	FALSE
glamourandlight	81	996		https://twitter.com/glamourandlight		8/12/16 1:25	2842	16921	TRUE	TRUE
LibbyMae14	999	2052	"Tennessee, USA"	https://twitter.com/LibbyMae14	Mom. Liberal. Atheist. Feminist. Farmer. A rare mix perhaps! #RESIST	2/26/18 17:45	8271	8715	TRUE	FALSE
WriteOrDieWifey	695	1025		https://twitter.com/WriteOrDieWifey	Writer. Wifey. Seeker. Healer. Savage.	9/17/09 14:49	13093	15448	FALSE	FALSE
FrankSand95	148	951	"Chicago, IL"	https://twitter.com/FrankSand95	"Progressive Politics|Anti-war|Medicare for all|""Originality is the best from of rebellion""-Mike Sasso"	8/11/17 2:37	1428	720	TRUE	FALSE
Sixteenpaws16	404	1666	Arizona 	https://twitter.com/Sixteenpaws16		11/13/11 1:07	74038	83851	TRUE	FALSE
Pillar_Strength	682	1455	Missouri	https://twitter.com/Pillar_Strength	#RESIST #NotMyPresident #RiggedElection #StillWithHer #Democrat #Liberal #AntiCONservative #ImpeachTrump	9/8/08 14:08	11855	862	FALSE	FALSE
Sammael1973	772	2131	"New Orleans, LA"	https://twitter.com/Sammael1973	"I AM A SATANIST! If I like you, we can be friends. If I don't like you, well, you'll know. Please be intelligent, and open-minded!Ave Satanas!#Resist#BlueWave"	7/28/16 21:11	1942	3199	TRUE	FALSE
Ronsworth	90	585	"St Louis, MO"	https://twitter.com/Ronsworth	"South St. Louis white trash liberal cuck. Retweet is either an endorsement or rejection with full prejudice, but nothing between those extremes."	11/11/10 15:43	2325	8392	TRUE	FALSE
JohnDoan1963	897	1383	"Michigan, USA"	https://twitter.com/JohnDoan1963	"Husband, Father, USArmy Veteran, Machinist, Democrat."	2/10/18 23:23	1880	37864	TRUE	FALSE
charcharstinks	113	291		https://twitter.com/charcharstinks	are those your real eye brows?	8/1/11 15:13	15117	7083	FALSE	FALSE
fosterclf	1177	3142		https://twitter.com/fosterclf	Will spend my time weeding my Victory Garden until this nonsense is over.	8/17/15 12:38	28470	145	FALSE	FALSE
mikman691	1560	4558	"Williamsburg, Brooklyn"	https://twitter.com/mikman691		8/15/15 5:50	2018	2725	TRUE	FALSE
SaynerEmma	26	281		https://twitter.com/SaynerEmma	"A Midwestern Progressive who says ""Ope"" too much.Talk to me about marathons, Wisconsin football, or cheese and you'll be my new best friend."	10/14/18 15:42	36	156	TRUE	FALSE
frogsgirl2016	289	572	"St Louis, MO"	https://twitter.com/frogsgirl2016	My superpower is sarcasm.	7/6/12 7:07	3847	9004	TRUE	FALSE
tfsinner	110	243	"kirkwood, mo"	https://twitter.com/tfsinner	i'm my husband's babymama...two times over:)	1/14/09 0:47	1037	1067	FALSE	FALSE
Caitlin805	294	1945	"City of Angels, CA"	https://twitter.com/Caitlin805	Public Health EM	6/3/09 7:02	8351	150093	TRUE	FALSE
dismisstrump	739	627		https://twitter.com/dismisstrump		3/25/17 23:43	229411	11055	TRUE	FALSE
pltclkmbrly	223	875		https://twitter.com/pltclkmbrly	Mom. Wife. Team Sherrod. Girl Scout Leader	7/9/11 15:59	2348	5898	TRUE	FALSE
RockSTLnow	5	56	United States	https://twitter.com/RockSTLnow		3/9/17 17:12	41	502	TRUE	FALSE
tylarcarr	34	738	"Missouri, USA"	https://twitter.com/tylarcarr	playstation: cwknumber4                famplays on PlayStation is my girlfriend (@19saramachalek)	1/13/17 4:57	1163	170	TRUE	TRUE
baktobasicz	56	194		https://twitter.com/baktobasicz		10/19/12 21:49	537	686	TRUE	FALSE
addisonschopp	545	304	"Shaw, Saint Louis"	https://twitter.com/addisonschopp	"Fan: @Cardinals, @StLouisBlues, @NPR, @mostateparks. Powered by Plants 🌱"	3/12/10 21:30	196	1527	FALSE	FALSE
Alissammurphy	108	299	"St. Louis, MO"	https://twitter.com/Alissammurphy	Who’s that Doggy? tells the tale of Jon Jon and how he finds his forever home.	4/27/12 16:59	1070	6944	TRUE	FALSE
TairaMeadow	323	706	Narnia	https://twitter.com/TairaMeadow	Feminist. Librarian. Liberal Snowflake. YA Addict. Period Dramas. I'm secretly British. Opinions are my own. @DayDreamsCoMo	3/9/09 2:56	6969	29032	FALSE	FALSE
calbear2016	262	4998	"Berkeley, CA"	https://twitter.com/calbear2016	"Disgusted by Trump & all of his lies, . Must resist to save our county & what is stands. Sick of the silence from the the ""family values""https://t.co/KYUu6bpNFn my Cal Bears"	5/9/16 15:22	2504	22930	FALSE	TRUE
RICHPEOPLEPRESS	2549	4366	RIGHT HERE	https://twitter.com/RICHPEOPLEPRESS	#Resistance 🌊 #StopCyberPaths #StopTheStigma #Resist	11/10/17 1:24	2408	2307	TRUE	FALSE
usedbooklady	2369	4584		https://twitter.com/usedbooklady	Blocked cadet bone spurs the day I joined Twitter!!!	1/20/16 20:22	17982	19166	TRUE	FALSE
Jaime39200713	10	379	"Edinburg, TX"	https://twitter.com/Jaime39200713		5/2/18 19:38	0	2	TRUE	TRUE
YFArwilson	1083	2198	"Smallville, USA"	https://twitter.com/YFArwilson	"Farm girl, love my family, breast cancer & brain tumor(s) survivor, educator, living with epilepsy, my pups & the death of my husband."	12/28/12 20:22	6587	71128	TRUE	FALSE
MsActiviss	13187	11548	state of wonder	https://twitter.com/MsActiviss	Kindness    Equality   Truth&Beauty       HumansNatureScienceArt&Creatures           Ally🌈 #DismantleRacism✨ #EndMisogyny#ArtHeals🖌🎨  #ArtSpeaks🗣	5/18/17 23:36	97069	117163	TRUE	FALSE
zeusdanceallday	309	305	"Kansas City, MO"	https://twitter.com/zeusdanceallday	Currently in📍KC | 🇬🇲 | CEO of @acsolutions10 | @alkambaexpress | Dance is life | My goal is to use the power of business to create a bridge between cultures	5/23/12 12:02	1347	522	FALSE	FALSE
ScottRobinett1	1261	1752	"Texas, USA"	https://twitter.com/ScottRobinett1	Texas to Maine and back again.  Somebody has to poke holes in the wall. #resist	2/26/14 15:06	22155	51798	FALSE	FALSE
GraciasDarling2	1943	4630	United States	https://twitter.com/GraciasDarling2		11/27/09 19:04	15829	55123	FALSE	FALSE
Rogue_str8to1	1574	2738	United States of America	https://twitter.com/Rogue_str8to1	#TheResistance #GlovesOff	12/23/16 18:49	22052	12087	FALSE	FALSE
BrianWilliamsMO	1104	598	"University City, MO"	https://twitter.com/BrianWilliamsMO	MO State Senator District 14. Lifelong St. Louis Resident. Tweets are my own. R/T's are not endorsements. #SD14 #moleg	3/11/13 19:15	2163	5182	FALSE	FALSE
GATORNATION68	647	2452		https://twitter.com/GATORNATION68		4/19/17 11:24	25111	2475	TRUE	FALSE
RayetteFuss	2365	3962	"Nevada, USA"	https://twitter.com/RayetteFuss	Tweets are my own opinion or my agreement with another opine.  🏠Vegas Real Estate questions?🏡~~~~Call or text 702-420-3923~~~~	11/13/16 16:08	48254	81259	FALSE	FALSE
Firefizz27	1309	4454	"Georgia, USA"	https://twitter.com/Firefizz27	Education is Key! Sports is Life! Georgia Tech is the Universe!	10/31/16 17:05	19320	23405	TRUE	FALSE
scott12375	87	554	"Missouri, USA"	https://twitter.com/scott12375	"IRL a super nice dad that loves my family. Twitter is my fantasy outlet used to keep me sane, 80% of posts are 💩."	11/18/10 15:34	1407	491	TRUE	FALSE
Trumps_Chins	3801	4816	"SE Pennsylvania, USA"	https://twitter.com/Trumps_Chins	Getting Ready For The Premier - Union Plumber #TheResistance #FBR #FollowBackResistance #TrumpResign #FireHannity #AntiTrump #ImpeachTrumpNow #PAResists	12/15/16 22:25	10193	8046	FALSE	FALSE
Patriciduluth	74	145		https://twitter.com/Patriciduluth	"Grew up on da Iron Range, so Duluth is big enough for me.  Be kind to everyone.  Make a difference. Never grow up."	1/25/17 15:21	10696	11022	TRUE	FALSE
DISCO_GOLD	0	408	"San Diego, CA"	https://twitter.com/DISCO_GOLD	oathkeeper.txt	9/18/13 12:23	2077	497	FALSE	FALSE
loose_sherry	1330	2439	"Pennsylvania, USA"	https://twitter.com/loose_sherry	hippie of 57 artist music lover! #Resist Youth and NonVoters Don't give away your future. Look up fascism in history!!  #VoteNov6BlueWave	9/19/18 6:54	1074	265	FALSE	FALSE
BrandsSheila	291	2812	Nederland	https://twitter.com/BrandsSheila	"To quote Barbara Streisand: whatever happend to being kind!  Mostly retweets, as I find the opions of others expressing my thoughts exactly."	6/17/18 7:25	18568	56243	TRUE	FALSE
anastac01	373	875	"Missouri, USA"	https://twitter.com/anastac01	"Animal lover, loyal friend, middle age crazy :). 🌊🌊 #FBR"	5/25/16 6:00	2355	2711	TRUE	FALSE
