Twitter handle/screen name	Number of followers	Number following	Location	Link	Description	Created_At	Statuses_Count	Favourites_Count	Default_Profile	Default_Profile_Image
MissouriRepub	3	22	Missouri	https://twitter.com/MissouriRepub	"Autism Mom, Health IT, Military SupporterNew account - Twitter functionality SLOWLY fading on main account."	10/22/18 20:00	7	2	TRUE	FALSE
kayleighmcenany	175276	2113		https://twitter.com/kayleighmcenany	National Press Secretary for @realDonaldTrump 2020 Campaign. Fmr @GOP Spox. Harvard Law JD. Georgetown. Oxford. Previvor. Wife of @GilmartinSean. Phil. 4:6	2/28/11 23:33	17557	11932	FALSE	FALSE
heberle_nick	111	691		https://twitter.com/heberle_nick		1/30/13 22:19	96	26	TRUE	FALSE
April_V_	1608	2027		https://twitter.com/April_V_		6/15/18 22:48	10669	48137	TRUE	FALSE
TSodalita	4	48	"Missouri, USA"	https://twitter.com/TSodalita	"Maintained by UberConsul David “Fox” Truman. “Shall Intermittent Vengeance Re-Arm the Burnt, Bloody Hand of the Girl Covered in Scars?”"	8/27/18 5:42	442	26	FALSE	FALSE
MJFarquhar	54	800	"Springfield, MO"	https://twitter.com/MJFarquhar	"Servant of a great God, husband, and father. Proud to lead the team at Pella Products of Arkansas and Missouri (@PellaARandMO)."	11/27/11 13:42	125	299	TRUE	FALSE
Jaybird655	36	425		https://twitter.com/Jaybird655		5/20/18 13:31	663	705	TRUE	TRUE
BrandyPedersen	541	1185		https://twitter.com/BrandyPedersen		11/17/11 3:05	3504	588	FALSE	FALSE
ClarisseSiu	7	200		https://twitter.com/ClarisseSiu		9/18/16 18:20	29	323	TRUE	FALSE
LucasPresson	394	1039		https://twitter.com/LucasPresson	Christian. Son. Assistant publisher Southeast Missourian. Semoball Awards. Opinions expressed are my own.	10/19/11 21:48	920	398	TRUE	FALSE
akindustrump777	1476	3654		https://twitter.com/akindustrump777	#MAGA	11/11/16 16:17	3638	1366	TRUE	FALSE
GarrisonRags1	102	230	"Missouri, USA"	https://twitter.com/GarrisonRags1	???	10/19/17 4:13	136	360	TRUE	FALSE
jenniferpage47	39	1019	"Washington, DC"	https://twitter.com/jenniferpage47	Political Affairs Coordinator at @AGCofA | Formerly @replahood & @replukemesser | DePauw Alum | Opinions are my own	1/5/17 0:19	98	234	FALSE	FALSE
YogiAlred	1249	1604	"Oklahoma, God’s country"	https://twitter.com/YogiAlred	"Pilot, Fighter Pilot, Father, Grandfather, OSU COWBOY FANATIC, #codeofvets DFC, God is my co-pilot, always! Staunch Conservative! USAF retired, KAG2020"	3/17/14 18:49	1153	3562	TRUE	FALSE
gopjosh	295	1843	"Waddington, NY"	https://twitter.com/gopjosh		4/28/09 14:09	117	38	FALSE	FALSE
BeckyPetropoulo	653	859	Chicago	https://twitter.com/BeckyPetropoulo	independent mischievous mom of productive millennials. legal eagle’s wife. virgo. cubs. stylist. travel.	1/8/12 13:32	9127	22418	FALSE	FALSE
TrueScorpFemme	2539	2905		https://twitter.com/TrueScorpFemme	"Descendant of a US President #OpPedoHunt FB Thomas Paine, Gen. Flynn, Roseanne Barr, GOPPollAnalyst Border Narcotics. A half-truth is still a WHOLE lie."	4/21/10 13:42	35103	44251	FALSE	FALSE
hbcampbell	7066	7770	Galt's Gulch	https://twitter.com/hbcampbell	Radical for Capitalism- Fan of Ronald Reagan. / The business of America is business - Calvin Coolidge #MAGA https://t.co/HV5XUqYxMb. Followed by @TedCruz	2/21/10 8:45	149048	15324	FALSE	FALSE
Dcsmiley6	43	272	"Illinois, USA"	https://twitter.com/Dcsmiley6	Don't stress I just let it roll off my back. Life is to short.	10/2/16 15:57	4029	5476	FALSE	FALSE
nbacharlotte84	688	2582	United States	https://twitter.com/nbacharlotte84		4/21/12 16:07	8044	1821	FALSE	FALSE
coppercorrosion	136	857	"New Braunfels, TX"	https://twitter.com/coppercorrosion	"Single dad Army vet. Teaching my girls that you don’t get a trophy for 2nd place, that life is not fair. Gruene Hall resident. Sorry, you won’t get dick picks."	7/26/18 3:57	1117	1166	TRUE	FALSE
CitizenCohn	60661	3807	"Ann Arbor, Michigan"	https://twitter.com/CitizenCohn	"Senior Nat'l Correspondent @HuffPost covering health care, social welfare, politics. Author, *Sick.* Fan of Red Sox, Dolphins, Wolverines. Proud husband & dad."	2/23/09 5:46	48871	1635	FALSE	FALSE
Beatlebaby64	2594	4996	"St. Louis metro area MO, USA"	https://twitter.com/Beatlebaby64	In emergency-call a Priest|God Bless The Beatles|Pray for unborn  & aborted babies|End political correctness & entitlement|God Bless PresidentTrump|Footprints	4/15/09 23:51	66002	70232	TRUE	FALSE
LutzDarin	0	99	"Kansas City, MO"	https://twitter.com/LutzDarin		9/29/13 4:22	7188	31368	TRUE	FALSE
serveothers2day	1486	3276	"St. Louis, MO"	https://twitter.com/serveothers2day	"Follow news on U.S. markets, religious freedom, business, politics.  Follow, Tweets & Likes indicate interest, but not endorsements."	10/23/10 3:08	6462	36136	FALSE	FALSE
CovfefeKate	1090	598		https://twitter.com/CovfefeKate		12/25/16 6:49	51144	46521	TRUE	FALSE
EmmaHake_	67	245		https://twitter.com/EmmaHake_		1/29/17 17:37	25	270	TRUE	FALSE
AlecFields129	3	83		https://twitter.com/AlecFields129		9/6/15 16:58	1	19	TRUE	FALSE
X1Titan	15845	16646		https://twitter.com/X1Titan	#VoteRedToSaveAmerica  #KateSteinl #KatesWall #KatesLaw #2A #NRA  #MAGA! #KAG #ISupportICE #Trump2020 😎	2/23/14 22:17	23992	45123	FALSE	FALSE
MagaGoldHat	17601	8734	Florida The Winter White House	https://twitter.com/MagaGoldHat	Retweeted by @realdonaldtrump 7-13-18. Followed by @WayneDupreeShow @Scaramucci @Jewhaditm @GenFlynn @ScottPresler @barbararedgate @RitaCosby @maggieb1B @ROHLL5	4/21/09 20:47	107717	118358	FALSE	FALSE
KevLKeen	116	191		https://twitter.com/KevLKeen	"Trump supporter #MAGA #KAG, #ProLife all babies deserve a life, #secondamendmentsupporter #2A, #1A @stlouisblues hockey my #1 sport,@stlouiscardinals fan"	12/30/11 15:59	3598	6315	TRUE	TRUE
dk4871	25	128		https://twitter.com/dk4871	"served in the United States Army from 12 March 1991 until 27 December 2012. Grew up in Southeast Missouri, currently living in the Kansas City Metro area."	3/21/15 1:51	339	1084	TRUE	FALSE
AmbulanceGuru	669	1870	"DeSoto, MO"	https://twitter.com/AmbulanceGuru	"Regional Sales Manager @ Demers Ambulances, Chairman @ Jefferson County 9-1-1 Dispatch, Chairman @ Jefferson County Health Department, Master Mason /G\"	2/20/09 21:42	1027	2171	TRUE	FALSE
GriffinNamin	244	951	"Southbury, CT"	https://twitter.com/GriffinNamin	Fighting Cancer | Connecticut | @CatholicUniv | Previously @taxreformer @DavidStemerman @RoyBlunt @CTDaveWalker @Linda_McMahon	6/29/18 20:57	564	3057	TRUE	FALSE
GodProtectUs_	579	4205	United States	https://twitter.com/GodProtectUs_	🇺🇸 #MAGA ALL day EVERY day 🇺🇸 #PRAY4DJT🙏🙏🙏	2/10/17 21:59	17259	20813	TRUE	FALSE
TKalleck	108	223	"Columbia, MO"	https://twitter.com/TKalleck	"Avid Runner 🏃🏻| MIZ 🐯| (District of) Columbia, MO 📍"	9/1/18 4:12	451	319	TRUE	FALSE
RedRiverT	8102	8888	"Oklahoma, USA"	https://twitter.com/RedRiverT	#KAG    #RedWave  #Q      #TRUMP2020  #TrumpArmy #covfefe#trumptrain  #AmericaFirst	8/6/18 19:32	29742	44981	TRUE	FALSE
BLUESfanSince67	859	1573		https://twitter.com/BLUESfanSince67	EXTREMELY RIGHT WING  Wife God USA  DobermanK9-4LIFE  StLouis Blues   #Since67                       HK*ZT*MTK*2A*3%er #MAGA	9/19/14 23:18	4665	12001	FALSE	FALSE
kristi06722621	5	85		https://twitter.com/kristi06722621		10/19/18 2:23	4	86	TRUE	FALSE
JenniferCaseCO	2396	4078	"Saint Louis, Missouri"	https://twitter.com/JenniferCaseCO	Walk toward the fire. Don’t worry about what they call you. All those things are said against you because they want to stop you in your tracks/NO STEP ON SNEK🐍	10/17/09 18:23	104891	23466	FALSE	FALSE
cmwitty	28	424		https://twitter.com/cmwitty		2/5/11 2:59	14919	45234	TRUE	FALSE
MaddieMurphy131	495	362	"Columbia, MO"	https://twitter.com/MaddieMurphy131	"Jesus, sunset and coffee enthusiast with a strong opposition to the Oxford comma"	6/1/14 0:07	1592	9892	FALSE	FALSE
SalvationLosing	6245	6862	See Blog Please	https://twitter.com/SalvationLosing	Narrowly Survived Near Loss of Salvation. Churches contact flameout4ever@lossofsalvation.com speaking engagements as Spirit leads . Ordained. Teaching ministry.	3/31/16 1:34	23130	6004	TRUE	FALSE
bugeaters0425	19	327	"Liberty, MO"	https://twitter.com/bugeaters0425		11/19/11 12:06	17	313	FALSE	FALSE
LindaWichern	23	158		https://twitter.com/LindaWichern	"Happily married, mother of four great kids and the proud nana of five adorable grandchildren."	1/12/13 1:59	33	69	TRUE	FALSE
Day4wisewoman	1716	4279		https://twitter.com/Day4wisewoman	It is time 4 wise women 2 arise	2/18/16 20:22	39792	37004	TRUE	FALSE
ittbbb	1947	455		https://twitter.com/ittbbb		12/18/09 19:17	15915	15046	FALSE	TRUE
karmamichele	1842	2474		https://twitter.com/karmamichele	"we will, in defiance of every hazard, with unabating firmness and perseverance employ for the preservation of our liberties; — DoTUA"	4/29/09 22:57	53490	76178	FALSE	FALSE
ChicalinaT	3228	4905	Good ol USA	https://twitter.com/ChicalinaT	Ex-dem Libertarian Federalist Hispanic Chica for Trump	5/25/18 21:31	16162	38536	FALSE	TRUE
ConservConstitu	69	371	United States	https://twitter.com/ConservConstitu	Political constitutional conservative #tcot	10/3/18 1:18	6602	13408	TRUE	FALSE
Piggy5878	15	200	"Missouri, USA"	https://twitter.com/Piggy5878	"AntiSjw, Otaku, Gamer, Pig.  Just want to express my opinions and theories on social, political, and even entertainment subjects and maybe learn a few things.🤡"	5/6/18 20:20	621	563	FALSE	FALSE
MARYM1269	2423	3479	"Holt, MO"	https://twitter.com/MARYM1269	DO NOT SEND ME PERSONAL MESSAGES ASKING FOR $$ NOT INTERESTED!! I'm a wife and mother. Trump is my President and I love my Country🇺🇸❤️🇺🇸 #MAGA	7/12/10 16:36	4794	19177	FALSE	FALSE
Jacob_Roseman	460	309	"New York, USA"	https://twitter.com/Jacob_Roseman	"Proud American, Orthodox Jewish, Conservative, Republican, New Yorker, Political junkie, I love the United States of America 🇺🇸 and The State Of Israel 🇮🇱"	7/28/13 2:30	545	909	TRUE	FALSE
tcarmistead	20095	20786	St. Louis Missouri	https://twitter.com/tcarmistead	Married - Three Children - Two Grandchildren - Working - Educated - Living For The Day.	3/6/09 6:44	246884	144522	FALSE	FALSE
Midwestfitz	176	283		https://twitter.com/Midwestfitz	"silent majority, working class 2020MAGA!"	10/5/17 21:52	1184	3442	TRUE	FALSE
dpatric92302280	1	40		https://twitter.com/dpatric92302280		7/6/18 18:43	2	26	TRUE	TRUE
landahs	185	1423	"Williamsburg, VA"	https://twitter.com/landahs		7/7/11 12:36	2392	3856	TRUE	FALSE
rice_kristies	483	434		https://twitter.com/rice_kristies		9/4/11 0:44	4672	7356	FALSE	FALSE
KerGivrTBI4Life	18435	20219	USA	https://twitter.com/KerGivrTBI4Life	Caregiver 4 amazing spouse & TBI survivor. Follow Patriots who follow back. Walked away 6 yrs. ago. #Trump2020 @POTUS #MAGA #KAG #wisgop #RedNationRising 🇺🇸	5/23/11 17:15	57243	46265	FALSE	FALSE
TimBrinker1	501	1174	United States	https://twitter.com/TimBrinker1	"Franklin County Presiding Commissioner, Small Business owner."	6/16/11 2:25	1266	4366	FALSE	FALSE
mnmpeppermint	207	774		https://twitter.com/mnmpeppermint		6/21/10 23:26	4044	4799	TRUE	FALSE
EpicLoverXO	73	1458		https://twitter.com/EpicLoverXO		12/14/11 1:02	5565	11427	TRUE	TRUE
alexgtrumpetsd	37	115	"San Diego, CA"	https://twitter.com/alexgtrumpetsd	"Father, husband, American, US Navy vet & trumpet player."	9/6/18 17:29	591	1356	TRUE	FALSE
CACoreyU	2314	4998	"Murrieta, CA"	https://twitter.com/CACoreyU	Former Communications Director - @BaileyForAG. Now I serve wine and talk politics.	4/13/15 23:41	21873	13129	FALSE	FALSE
FreshZ	209	607	Fenton MO	https://twitter.com/FreshZ	"Beer, Politics, Hockey..."	4/9/12 12:54	3074	13398	TRUE	FALSE
grace_allene	347	214	"Lexington, MO"	https://twitter.com/grace_allene	university of central missouri '20	9/7/10 22:58	5414	3866	FALSE	FALSE
EjFleischmann	254	535	missouri	https://twitter.com/EjFleischmann	Arnold City Councilman. Republican.  Jefferson County proud.	7/12/12 6:41	177	124	TRUE	FALSE
debsw68	69	198	United States	https://twitter.com/debsw68		1/20/17 21:01	2153	7149	TRUE	FALSE
lsides19	415	986	"Evansville, IN"	https://twitter.com/lsides19	"IN Funeral Director/Dep. Coroner; TBI/aneurysm survivor; married to Marine/Police Detective/Corporal, Michael Sides; mom to Max,17 & Lauren,15, Love our Pres!"	6/21/17 2:18	137	23548	TRUE	FALSE
DanAltmann	520	390	"Missouri, USA"	https://twitter.com/DanAltmann	Missourian | Legislative Liaison for @JayAshcroftMO | Points of view are my own.	3/13/12 3:55	263	8648	FALSE	FALSE
cornezz4real	19	410		https://twitter.com/cornezz4real		3/5/11 16:03	35	34	TRUE	FALSE
WhtMike68	1969	3160	Cleveland Ohio	https://twitter.com/WhtMike68	"❌inner city white trash, small business owner, tax payer, father, History junkie, and conservative political activist. 🇮🇹🏴󠁧󠁢󠁳󠁣󠁴󠁿🇺🇸🇺🇸🇺🇸🇺🇸"	10/11/12 17:41	6894	35094	TRUE	FALSE
rhuffman777	10	265		https://twitter.com/rhuffman777		6/28/13 23:17	0	27	TRUE	TRUE
NickRehagen	224	615		https://twitter.com/NickRehagen	University of Missouri Alumni ~ Bears. Beets. Battlestar Galactica.	4/10/12 15:59	2723	987	TRUE	FALSE
sweethitchhiker	146	579	"Missouri, USA"	https://twitter.com/sweethitchhiker	"Feminist DO NOT speak for me! Hospital work; Social Work & Psychology, Community Volunteer, Mother, Public Speaker, State Policy Changer"	2/11/09 1:54	472	1187	TRUE	FALSE
guyzlkeme	157	1164	United States	https://twitter.com/guyzlkeme	"Stage 4 cancer. Jesus loves me this I know! U THINK GAY IS A CHOICE, THEN UR BI. MAGA is minority/gay people’s nightmare. U worry bout ur sins, mine r forgiven!"	6/25/18 18:48	2335	732	TRUE	FALSE
esballentine	1482	1612	"Jefferson City, Missouri"	https://twitter.com/esballentine	"Missouri Statehouse reporter for @AP, forever a Spartan."	11/2/10 2:44	1110	296	FALSE	FALSE
creischl	204	1071		https://twitter.com/creischl	It seems like we are on the eb of a intellectual revolution. Wake up and realize that life is good and we need to work together for each other.	9/3/09 4:55	4218	4856	FALSE	FALSE
Flipside969	1380	2387	"Kansas City, MO"	https://twitter.com/Flipside969	"🇺🇸Jesus, My daughter granddaughter , America The military, MAGA,🎣 btw All Lives Matter silly- Roy G Biv My family and my country, 2A"	4/18/18 17:49	8138	10030	TRUE	FALSE
RjjAwake	1417	1567		https://twitter.com/RjjAwake		5/5/09 14:19	8673	4318	FALSE	FALSE
Itsgonnahappen	1215	2689	Texas	https://twitter.com/Itsgonnahappen	Bryant to Rizzo	6/19/08 3:28	907	46300	FALSE	FALSE
Martin_Dale_	61	634	"Lexington, ky"	https://twitter.com/Martin_Dale_	"Blessed! married to Pam; 5 children; 8 grandkids; following Jesus, Savior & LORD, SON of God!"	2/16/14 18:45	0	31	TRUE	FALSE
MOFarmBureau	4632	917	"Jefferson City, Missouri"	https://twitter.com/MOFarmBureau	"MOFB, the state's most effective org working to improve quality of life for farmers, rural MO, all Missourians.RTs, follows, links ≠ endorsements."	11/28/11 19:00	5883	2454	FALSE	FALSE
DemocratMiddle	39	248	United States	https://twitter.com/DemocratMiddle		10/17/18 15:02	2313	16	FALSE	FALSE
barryja	264	1164	"Columbia, Mo"	https://twitter.com/barryja	"son of God, father, race fan, raiders fan, struggling sinner."	4/14/09 15:41	1332	2097	FALSE	FALSE
JBeard45	456	1929	314 -- 202	https://twitter.com/JBeard45	"STL raised -- Living in Washington, DC -- RT's don't = endorsements #WeAreChaminade #RaiseHigh"	4/2/09 21:51	8668	6701	FALSE	FALSE
matt_lotspeich	119	333	"Warrensburg, Missouri"	https://twitter.com/matt_lotspeich	"Owner of Lotspeich Automotive a Chevrolet, Buick, Cadillac & GMC Truck Dealership in Warrensburg, Missouri."	12/14/12 22:17	181	45	TRUE	FALSE
TruthMatters13	49649	24353	United States	https://twitter.com/TruthMatters13	Truth has no bias #Constitution   #Conservative #ProLife #AmericaFirst #PrideOfPrayerWarriors  #God #Vets #MAGA #Flynn #TruthMatters LEGAL Immigration #BeBest	1/30/17 22:11	56284	65415	FALSE	FALSE
jenthomp000	1756	2935		https://twitter.com/jenthomp000	"Christian, Proud retired Navy wife, Proud Navy mom, Conservative,  Support Trump, Love America, Thankful for my family and my freedom♥️ 🇱🇷"	9/25/14 17:01	152	624	TRUE	FALSE
MN_2A_Patriot	9785	8832	"Ely, MN"	https://twitter.com/MN_2A_Patriot	BSBA MBA #VoteREDtoProtect2A #III% #TRUTH #Patriot #MAGA #MolonLabe #Vets #BackTheBlue #BuildTheWall #TermLimits #NoIllegals #DTS #NRA #CCW #2ADefender	3/3/16 12:03	152422	66480	TRUE	FALSE
GoldnemovesGold	15010	16564	United States	https://twitter.com/GoldnemovesGold	"Wife, Mother, fiscal conservative, Republican. I support President Trump. I stand for Israel, I stand for the flag & place my hand over my heart.🇺🇸#MAGA"	3/31/15 23:36	97747	109237	TRUE	FALSE
christinagragg	197	882	"Las Vegas, NV"	https://twitter.com/christinagragg		4/30/09 22:40	552	6598	FALSE	FALSE
RhinoMaga	977	1787	United States	https://twitter.com/RhinoMaga	#WWG1WGA #MAGA #QAnon #DarkToLight	7/21/18 3:08	3911	2726	FALSE	FALSE
tseidenstricker	657	990	"Arnold, MO"	https://twitter.com/tseidenstricker	From #StLouis | Current- #ArnoldMo | City Councilman-Ward 2 for @CityOfArnold in #JeffCoMo | #StopBullying | @missourigop @CUWisconsin grad	8/5/10 17:07	1167	1945	FALSE	FALSE
SimmsTokuha	1	34		https://twitter.com/SimmsTokuha	Tokyo-based Journalist and Commentator	10/16/18 17:51	29	0	TRUE	TRUE
Debbie27757229	36	73	"Missouri, USA"	https://twitter.com/Debbie27757229		8/11/13 23:21	189	778	TRUE	TRUE
mikweir	327	957	"Burke, VA 22015"	https://twitter.com/mikweir	"Georgia native, UGA grad, and N. Virginia resident.  Gwinnett County native. #atlutd #gfop  Tweets are not to be taken too seriously."	3/7/09 17:56	5635	2264	FALSE	FALSE
StanLatimer	7	42		https://twitter.com/StanLatimer		6/2/10 2:24	1	0	TRUE	TRUE
KatyMae08	9	183		https://twitter.com/KatyMae08		2/4/18 15:26	3	18	TRUE	FALSE
3rdMind1st	4094	4908	NorthWest USA	https://twitter.com/3rdMind1st	Wife & Mom.. Travel_Industry..✈️OutdoorExplorer..🏞️ .EverTheOptimist 💫 GodBlessAmerica and GodBlessPOTUS  🙏 #FaithThruTheStorm 🇺🇸🇮🇱	11/28/16 14:41	5415	36201	FALSE	FALSE
elly0687	107	1140		https://twitter.com/elly0687		8/18/18 19:23	185	3529	TRUE	FALSE
that_annachick	602	351	"KC,MO"	https://twitter.com/that_annachick		7/23/12 0:44	6509	14241	FALSE	FALSE
DagnyTgrt	1597	2166		https://twitter.com/DagnyTgrt	"Indep w/right leanings. Spiritual. Love animals, forest, ocean, mountains. #Trump2020 #Blexit #WalkAway #MAGA"	8/23/10 14:59	3376	9234	FALSE	FALSE
J_B_M_C	1715	2432	816	https://twitter.com/J_B_M_C	#Buildthewall #MAGA #KAG  #draintheswamp #nullification #auditthefed #mises #ayn_rand 🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸 I F/B patriots 😢for Lulu	8/15/12 16:50	2858	1493	TRUE	FALSE
Musclecar42100A	2774	4994		https://twitter.com/Musclecar42100A		5/6/15 21:28	56990	50113	TRUE	FALSE
JeremySiebert12	494	1065		https://twitter.com/JeremySiebert12	"Superintendent at Twin Rivers R10. Married to Mika with 3 boys. Kaden, Conor, and Kennan"	6/5/13 15:15	1771	4150	TRUE	FALSE
mwick0920	55	516	United States	https://twitter.com/mwick0920		10/3/15 21:24	5	2337	FALSE	FALSE
Chloe2229Cleery	2723	4681		https://twitter.com/Chloe2229Cleery	"""I will bless the Lord who has given me counsel;  My heart also instructs me in the night seasons.  I have set the Lord always b4 me.    Psalm 16:7"	2/2/16 16:57	47729	10821	TRUE	FALSE
dumspirospero64	8328	9068		https://twitter.com/dumspirospero64	"Socialism the philosophy of failure, the creed of ignorance, and the gospel of envy, its inherent virtue is the equal sharing of misery. @CraigRSawyer @GenFlynn"	10/1/16 9:39	121579	112288	TRUE	FALSE
hawley4209	22	293		https://twitter.com/hawley4209	"husband, father, son,and brother, blue collar worker, and loves god, family,  and the outdoors."	9/19/18 16:03	665	769	TRUE	FALSE
MichelleOhley	36	113	"Chesterfield, MO"	https://twitter.com/MichelleOhley	"Council member, City of Chesterfield  - Ward 4"	10/13/16 1:44	112	126	TRUE	FALSE
Casey98411115	7	174	"Ozark, MO"	https://twitter.com/Casey98411115		7/27/18 15:44	6	31	TRUE	FALSE
wheelerwc93	283	331		https://twitter.com/wheelerwc93	"Political fanboy and unapologetic Reba McEntire fan. Field Organizer for @MissouriGOP. Formerly @SBAList, @TeamGreitens, @HanawayForGov, and @SBUforensics."	10/12/12 13:53	2659	1575	TRUE	FALSE
calban1000	136	1499		https://twitter.com/calban1000		6/13/15 19:53	14319	7535	TRUE	TRUE
jefferylogan	180	380		https://twitter.com/jefferylogan		6/19/12 18:01	607	1694	TRUE	FALSE
gramnina13	51	294	"Missouri, USA"	https://twitter.com/gramnina13		5/2/11 3:23	326	4639	TRUE	FALSE
dave_ehouse	442	1271	"Dexter, MO"	https://twitter.com/dave_ehouse	"Follower of Jesus, husband, father, trusted advisor at County Wide Insurance Agency, youth leader, sports fan"	12/17/11 14:29	1961	9857	TRUE	FALSE
cgrlvr13	71	328		https://twitter.com/cgrlvr13		10/10/09 0:55	289	717	TRUE	FALSE
Okinawamary1	12655	13831	"Indiana, USA"	https://twitter.com/Okinawamary1	I follow back ALL Patriots! Proudly followed by @genFlynn. God. Family. U.S.A.! Trump has our back when nobody else does!#WWG1WGA	1/4/17 20:32	6836	15084	FALSE	FALSE
Bryan78031847	3	6		https://twitter.com/Bryan78031847		10/12/18 23:13	0	0	TRUE	TRUE
ArchieMichael	54	211		https://twitter.com/ArchieMichael	"Winner, even when it doesn't look like it !"	9/5/12 22:34	1209	1147	TRUE	FALSE
twmadden42	16	141		https://twitter.com/twmadden42		2/6/13 13:05	11	68	TRUE	FALSE
kdslogic	212	940		https://twitter.com/kdslogic		8/1/11 12:25	20735	1736	TRUE	FALSE
PaulKal47646026	194	916	Switzerland	https://twitter.com/PaulKal47646026	MAGA	10/12/18 15:39	27	531	TRUE	FALSE
2017dfisher	230	929	USA	https://twitter.com/2017dfisher	"I'm a Democrat who's against corporate campaign $.Also, retweeting a 2020 Presidential hopeful does NOT imply endorsement - let's discuss any or all of them!"	4/11/17 4:40	2813	3455	TRUE	FALSE
CryptonMaximus5	180	712		https://twitter.com/CryptonMaximus5	Neo-Monroe Anti-Jingoist Pro-Trump Crypto Enthusiast	3/12/17 12:22	5775	11784	TRUE	FALSE
M_SLAM3	84	638		https://twitter.com/M_SLAM3		10/28/15 9:18	2249	4434	TRUE	FALSE
Jeff_Bundrick	166	371	"Columbia, MO"	https://twitter.com/Jeff_Bundrick	Bible-quotin' gun-totin' fitness-promotin' clear-spoken lover of life and liberty.	8/8/11 23:40	967	668	FALSE	FALSE
DruK25	58	139	Missouri	https://twitter.com/DruK25	"Husband, Attorney, American"	8/10/11 1:15	224	116	FALSE	FALSE
1941Rashmi	598	3486	"Vododara, India"	https://twitter.com/1941Rashmi	I love #USA🇺🇸 & #INDIA 🇮🇳Worked and live in USA for 40 years.	2/21/18 16:38	8876	3303	TRUE	FALSE
Westvirginiajes	72	104	America 	https://twitter.com/Westvirginiajes	"I joined Twitter to support our President Trump 🇺🇸. support pro life , the NRA ,  I love Jesus."	5/20/16 20:22	1946	1889	TRUE	FALSE
Dominica_Chavez	721	1269	"Nevada, MO"	https://twitter.com/Dominica_Chavez	National President of BPA (@BPAPresident) | Future Member of #nmleg | Cottey College '22	4/17/14 13:38	2902	3139	TRUE	FALSE
podod12	2645	2925		https://twitter.com/podod12	"Born in: Pgh,Pa, worked in St Pete, Fl & now retired in Murfreesboro, TN! God Bless America!"	11/18/10 17:51	263193	22564	TRUE	FALSE
TinaGoodrick	173	373	"St Joseph, MO"	https://twitter.com/TinaGoodrick	Missouri Field Organizer for @GOP #DefendTheMOjority	3/18/16 4:38	178	718	TRUE	FALSE
professorjon	233	1141	"St. Peters, Missouri"	https://twitter.com/professorjon	"Middle School librarian, cradle Episcopalian, preacher's kid, tech dork, husband of @JodieMPSanders."	4/20/09 22:59	1852	355	FALSE	FALSE
intrepid_17	2928	4989	New Jersey	https://twitter.com/intrepid_17	Ronald Reagan - The greatest leader is not necessarily the one who does the greatest things. He is the one that gets the people to do the greatest things.	12/11/11 2:02	41649	25802	TRUE	FALSE
dustincarmack	332	1656	"Washington, DC"	https://twitter.com/dustincarmack	Chief of Staff for @RepRatcliffe Tweets are my own. Dog Dad. Former @RepDeSantis CoS.	1/30/11 19:41	2519	964	FALSE	FALSE
intelanalyst	440	3037	None of your business	https://twitter.com/intelanalyst	"Retired Tx Peace Officer, US Army SGT, high school teacher of Law.  Supports Eretz Israel, dog lover  MAGA, grad Klostermühle Bibel Schule, TULIP"	9/15/08 0:41	3564	4400	FALSE	FALSE
OysterReeves	25	209		https://twitter.com/OysterReeves	all my own opinions	8/21/18 17:43	104	359	FALSE	FALSE
Str8Don	2254	2428		https://twitter.com/Str8Don	#MAGA The Other Str8DonLemon. Parody Account. Love for all people! Politics. Persuasion. Parody.	7/8/18 11:01	704	829	FALSE	FALSE
soboyle92	11	256		https://twitter.com/soboyle92		11/4/14 1:33	452	8673	TRUE	FALSE
Industrygreen1	834	4991	"Missouri, USA"	https://twitter.com/Industrygreen1	Cannabis Industry GreenConnects USA 🇺🇸 #MissouriMMJ Real Estate/ Physicians/ AttorneysPatients/ Veterans 🇺🇸 Consult MED Cannabis/ Marijuana Horticulture	11/12/16 18:59	219	307	FALSE	FALSE
JamieDJohansen	1882	1605	"Lebanon, MO"	https://twitter.com/JamieDJohansen	"Communications Catalyst, @HoneyCreekMedia ~ agriculture entrepreneur freelance broadcaster social media marketer cattlewoman. Host of #FromTheTailgate."	1/10/10 3:44	4524	1898	FALSE	FALSE
RayD8_PM	7	58		https://twitter.com/RayD8_PM		8/3/14 10:15	27	8	TRUE	TRUE
perfect1239	1	21		https://twitter.com/perfect1239		12/19/09 1:25	5	17	TRUE	TRUE
FoxtrotOscar59	594	1149	"Chicago, IL"	https://twitter.com/FoxtrotOscar59	"John 3:16. I'm a federalist, a constitutional conservative. Twitter censors conservatives so I sit at their lunch counter in defiance of their bigotry."	9/8/18 0:42	4057	4901	TRUE	FALSE
ConniePrays	2269	5001	The U S of A	https://twitter.com/ConniePrays	Christian /Christ-Follower Black AfricanAmerican ProLife. Follows/RTs/list do not imply endorsement. Profanity gets blocked.	4/22/09 3:00	37753	1323	FALSE	FALSE
SteveWines	127	989	"Springfield, Mo"	https://twitter.com/SteveWines	I am just a Star Wars Geek who loves Jesus Christ!!!!!!!	12/31/09 22:03	436	1190	FALSE	FALSE
